gene,importance,p_value,rank_by_importance,is_known,high_group_size,low_group_size,significant
ODF2L,0.0038477918044922043,0.8884105097268105,20489,False,91,92,NO
PRDX6,0.003704055395589818,0.06806533758736127,15931,False,91,92,NO
TRMT2B,0.003465398261098227,0.13339561719711462,4692,False,91,92,NO
KCNK10,0.0034112235965360104,0.6821531440397566,13002,False,91,92,NO
SYDE1,0.003330618243909197,0.3186477183109597,1020,False,91,92,NO
LOC100128811,0.003303881728109046,0.04398925617286526,526,False,57,126,YES
ANXA13,0.003091992039609464,0.09315383069134991,5950,False,91,92,NO
KRT6B,0.0029236369617360513,0.20177778366654664,12397,False,91,92,NO
TTC14,0.002898526406590921,0.907979530019047,4347,False,91,92,NO
DDIT4,0.0028682594239175115,0.0722535389422331,1022,False,91,92,NO
C5orf27,0.002736742619006852,0.04391220272787605,4901,False,91,92,YES
FAM20A,0.0027204061646786105,0.8232062990125208,15600,False,91,92,NO
BZW1,0.0026787626559609855,0.0017743902156021351,7105,False,91,92,YES
RIMKLB,0.0026655281496424,0.804314967287457,9218,False,91,92,NO
GLRX5,0.002631285965522746,0.34270367221938175,18970,False,91,92,NO
C7orf10,0.0025163561341512027,0.04438157413095838,3104,False,91,92,YES
BRPF3,0.002470705356784528,0.6399645134681005,20476,False,91,92,NO
GHITM,0.002436799508403514,0.36351957264937595,2041,False,91,92,NO
LPPR1,0.0024308972520273213,0.01658885391593742,6380,False,91,92,YES
SLC1A4,0.002392881679061539,0.05250580238958625,16983,False,91,92,NO
CCDC24,0.0023597427041839704,0.03745951721122873,14038,False,91,92,YES
SLC7A4,0.002358691407705491,0.09324771027391353,3802,False,91,92,NO
TUSC2,0.0023161227337152313,0.7262539662768994,842,False,91,92,NO
CHGA,0.0022792344572263434,0.017130182732482485,20103,False,91,92,YES
C20orf85,0.0022775417615816585,0.33440128716199724,9025,False,91,92,NO
LRRC36,0.002239828408306669,0.15170991049874968,10860,False,91,92,NO
VAPB,0.002237061003085924,0.45546953424499625,5365,False,91,92,NO
MOBKL1A,0.002232297940699379,0.05049280775211703,7819,False,91,92,NO
LOC148709,0.0022192295617637922,0.469179612646475,12390,False,91,92,NO
TPRG1,0.002185493796822862,0.17157380226406765,20171,False,91,92,NO
NAALADL1,0.0021818390459435754,0.7667922726560019,9180,False,91,92,NO
KIAA1529,0.002177186390902686,0.0009563810366984428,897,False,91,92,YES
RUNX1,0.002175223787511924,0.41050883912172653,6876,False,91,92,NO
ZMYND10,0.0021539201740440133,0.4923649865048314,19544,False,91,92,NO
C4orf6,0.0021513825193065837,0.865205645733653,1212,False,91,92,NO
ZFP36,0.0021485411140583564,0.4187679120697524,5940,False,91,92,NO
COBL,0.0021421544984339754,0.4748694045378483,17219,False,91,92,NO
DNAJC5,0.0021403319217233236,0.004763903946270258,1472,False,91,92,YES
C17orf104,0.002138216572036532,0.8632542600714375,1821,False,91,92,NO
HIST3H2A,0.0021079510651602993,0.9748444603995481,8890,False,91,92,NO
EIF3IP1,0.00210495350762644,0.030661966180947745,13574,False,91,92,YES
HDAC3,0.0021026761883030996,0.012165077996860816,19739,False,91,92,YES
ZNF273,0.0020975170427439595,0.5640013682377234,9752,False,91,92,NO
CRLF1,0.0020927467859760225,0.776919628519501,4591,False,91,92,NO
CCDC76,0.00209160595607269,0.853362996461532,2012,False,91,92,NO
EGR2,0.002089909091408344,0.5551532406091427,11055,False,91,92,NO
FAM178B,0.002054134394180251,0.3389119785960445,15993,False,91,92,NO
GJA4,0.0020471191579185953,0.2709607304577909,2816,False,91,92,NO
SERPINB3,0.0020331769071264875,0.05628589490539565,3640,False,91,92,NO
SGTA,0.002017899671894789,0.14451523522179513,3733,False,91,92,NO
KIAA0368,0.0020165134148549912,0.8505180437683914,4031,False,91,92,NO
ZNF532,0.0020075297859155584,0.007786574444129974,10149,False,91,92,YES
TTC36,0.002004823689798639,0.022836342878171923,8694,False,91,92,YES
CYP11A1,0.002004601932811782,0.7035814004846321,5809,False,91,92,NO
ZNF773,0.0019969610930353544,0.002274484955506818,7849,False,91,92,YES
ODF3L1,0.0019785166809315607,0.0185790519945431,19159,False,91,92,YES
DCAF11,0.0019673674278142873,0.9429759435850866,14043,False,90,93,NO
ENHO,0.0019440463629652818,0.007912010042782,11828,False,91,92,YES
BTNL3,0.001928499812433924,0.9353037565059059,18795,False,91,92,NO
C2orf81,0.0019255612103996512,0.0043456992129289095,714,False,91,92,YES
ELOF1,0.0019159207141638017,0.7179368413284238,3281,False,91,92,NO
APPL2,0.0018927468123658522,0.9184779998894346,3462,False,91,92,NO
CLIC4,0.0018715944089078417,0.1180417741933201,495,False,91,92,NO
STOX1,0.0018701101220059762,0.049089524090179304,12171,False,91,92,YES
ZFAND2B,0.0018598085511176549,0.013525955185008797,10611,False,91,92,YES
FAM134A,0.0018579636008139208,0.5360176767691684,161,False,91,92,NO
FOXE3,0.0018568024451742966,0.8342400905340488,18349,False,91,92,NO
HNRNPA1L2,0.0018488031996358129,0.083775209187919,10305,False,91,92,NO
MRPL54,0.0018399884420044232,0.28119471784767247,15565,False,91,92,NO
TET1,0.001837504758279407,0.49431728527426944,13454,False,91,92,NO
ASPHD1,0.0018374366807993132,0.35991204335339555,1155,False,91,92,NO
MYL12A,0.0018357552178587654,0.2248561685789622,6047,False,91,92,NO
PPP1CB,0.0018352729226431652,0.0006869775900281683,11263,False,91,92,YES
CALY,0.0018289688613001745,0.0009783513432765443,5483,False,91,92,YES
MPP3,0.001824647085340669,0.03097546554172021,16818,False,91,92,YES
C2orf39,0.0018240239353510864,0.025747960787159255,13538,False,91,92,YES
OLFML3,0.0018234925977865402,0.5000156887627847,16429,False,91,92,NO
PARD6A,0.0018184496767660579,0.08287815140622558,2006,False,91,92,NO
SGSM3,0.0018101097360431779,0.4013476731737998,10809,False,91,92,NO
TEAD4,0.0018056119182245317,0.08762091111713463,17090,False,91,92,NO
LOC90586,0.0018035501362707242,0.25395801073558566,13806,False,91,92,NO
ATE1,0.0018034084985405036,0.10633683052326084,15573,False,91,92,NO
SMG7,0.0018021108726624024,0.9974492034300965,14742,False,91,92,NO
NCR2,0.00179926257011624,0.24444204082265736,6354,False,46,137,NO
FAT4,0.001794752290189415,0.45420950113392156,6219,True,91,92,NO
KRT81,0.001790925276993387,0.20640611201783107,17490,False,91,92,NO
ROCK1,0.0017844004292338555,0.017946839674486077,8404,False,91,92,YES
DPYSL3,0.0017654634525364576,0.9150875736219194,407,False,91,92,NO
LY6D,0.0017641025641025627,0.002805905109931631,14956,False,91,92,YES
RNF13,0.0017637840091968531,0.08581246716233475,6,False,91,92,NO
MAT1A,0.001761843077151811,0.96477642349077,9383,False,91,92,NO
SLC46A3,0.0017583781119114089,0.9918132418186898,17114,False,91,92,NO
SLC29A2,0.0017564887626999425,0.7177984906854219,14540,False,91,92,NO
SCAND1,0.0017552535773192395,0.013258692766485027,15060,False,91,92,YES
PDE4A,0.0017551024961651078,0.5391949051947678,20136,False,91,92,NO
COL6A1,0.0017466971544715462,0.05847410430447181,11273,False,91,92,NO
KRT6C,0.001743842204594735,0.11570506275797887,12398,False,91,92,NO
RRP7B,0.0017360308310620052,0.2800063462997343,10621,False,91,92,NO
MPHOSPH8,0.0017325572079184047,0.2849720655346387,287,False,91,92,NO
SPN,0.001732146546602041,0.1981089919396079,37,False,91,92,NO
COX16,0.001723193947995515,0.649828894457696,5678,False,91,92,NO
EPYC,0.0017136504294747855,0.004008171350467384,3132,False,91,92,YES
CYP26C1,0.001704545454545455,0.239120271574807,12517,False,91,92,NO
IDH3B,0.0016980101472588221,0.48294578660052356,4869,False,91,92,NO
SNRPC,0.0016808742217182158,0.34373829302531556,2576,False,91,92,NO
CMTM1,0.0016800000000000003,0.015119215523109316,4232,False,91,92,YES
GALC,0.0016563282810038884,0.04469695283476745,16236,False,91,92,YES
HSPB11,0.00165504375977759,0.9606746668594982,13448,False,91,92,NO
LOC729176,0.0016527891471432984,0.01788068088841306,3828,False,91,92,YES
C9orf24,0.0016525432361649203,0.003958404775265119,6181,False,91,92,YES
RAB34,0.0016497909386798272,0.5486011992938586,15323,False,91,92,NO
G3BP1,0.001647580542135614,0.08315870701959427,14100,False,91,92,NO
MRC2,0.0016339257966533954,0.21882050096716318,756,False,91,92,NO
IMPAD1,0.0016242442441637684,0.21004505909622131,11707,False,91,92,NO
PPAPDC1B,0.0016236117622033313,0.34342277481201255,5044,False,91,92,NO
ITIH1,0.0016123274930728336,0.5332311528147549,19752,False,91,92,NO
PTCHD3,0.0016058800651343088,0.39023499293014585,3240,False,91,92,NO
PROM2,0.0016030038266063125,0.0439166677480206,13225,False,91,92,YES
EMX2OS,0.0015997093063882715,0.3792169700118292,20443,False,91,92,NO
MAP4K4,0.0015942085876726392,0.006929571755652143,7952,False,91,92,YES
GFPT1,0.0015909592926670183,0.9085852080542429,6634,False,91,92,NO
MRPL20,0.0015896061878204729,0.13873134213949304,4432,False,91,92,NO
FHL2,0.0015820116165957685,0.7358692635240159,18840,False,91,92,NO
SNORD1C,0.001581199791340635,0.5180247025253074,17136,False,91,92,NO
LCAT,0.001578396096221021,0.14927419773716857,6032,False,91,92,NO
TRMT112,0.0015781586972752608,0.02221149796439188,4585,False,91,92,YES
NDUFA1,0.001577180455856926,0.8970298137818512,7337,False,91,92,NO
UQCC,0.0015732758620689655,0.9494173120640002,12881,False,91,92,NO
RHD,0.001571417413439081,0.08813355342019412,3086,False,91,92,NO
NOTCH2,0.0015709517586333355,0.13135962132338064,4573,False,91,92,NO
ITPR2,0.001570494504197487,0.6412458811057733,11418,False,91,92,NO
MVD,0.0015616859991859997,0.4818510428575895,19483,False,91,92,NO
FBXO32,0.0015590767072894923,0.04877893616038106,2758,False,91,92,YES
C7orf13,0.0015582073041828764,0.44856082950916987,3105,False,91,92,NO
AIDA,0.0015562201451060499,0.3080915693061524,5687,False,91,92,NO
KANK3,0.0015559959571678327,0.01844956033863265,6132,False,91,92,YES
PDE6B,0.0015531620015422098,0.328273712433085,18128,False,91,92,NO
SLC35E1,0.0015529492645092666,0.4966627333785262,14069,False,91,92,NO
ABHD5,0.0015507029902850284,0.16519480682568174,6198,False,91,92,NO
ETFDH,0.001549885538102348,0.7449469780401136,19950,False,91,92,NO
LOC285033,0.0015481702273598416,0.11833939951018863,5073,False,91,92,NO
HDDC2,0.0015422535211267608,0.8407960604629139,3701,False,91,92,NO
PNMA1,0.001541950646298472,0.8753668396353265,1246,False,91,92,NO
OR7D2,0.001539660564583615,0.43917455284391316,2815,False,91,92,NO
GUSB,0.0015377776438550838,0.2769692700351629,4631,False,91,92,NO
CSF2RB,0.0015376253659002753,0.5181258720504383,4414,False,91,92,NO
ZG16,0.0015369404694532038,0.46002890788492523,14008,False,91,92,NO
FAM53B,0.0015345288312953642,0.000874197287640541,7435,False,91,92,YES
ATP10D,0.0015307412719418054,0.7340402110478323,7084,False,91,92,NO
KRT14,0.001527619826382631,0.04474793621738993,3531,False,91,92,YES
PTP4A1,0.0015162156158382153,0.06643978010956977,6162,False,91,92,NO
GPR89C,0.0015140183459916954,0.8310855079501918,4718,False,91,92,NO
ZNF48,0.0015078198270738544,0.02568077830292043,5733,False,91,92,YES
PACS2,0.0015060705333432617,0.0022067023662716923,11360,False,91,92,YES
PPARGC1B,0.001501878310486712,0.3775212708398098,16129,False,91,92,NO
MGC16703,0.0014994347131131556,0.0017326489750941073,7122,False,91,92,YES
ITCH,0.0014879056913761379,0.0008336284298263439,1576,False,91,92,YES
DAD1L,0.0014817109601380305,0.08149273921584183,20300,False,58,125,NO
LMOD3,0.0014786622437326646,0.43143477361575444,13112,False,91,92,NO
PRPSAP1,0.001476174130129505,0.1372408798950711,19942,False,91,92,NO
PPAN,0.0014759404451387104,0.9310811437707135,5746,False,91,92,NO
HGSNAT,0.0014756354756354775,0.38828442129306306,4101,False,91,92,NO
MEX3A,0.0014746333748993326,0.44620704983495285,6784,False,91,92,NO
VCL,0.001472070029598842,0.027847723788651232,16995,False,91,92,YES
LOC644538,0.0014714109419991775,0.5683551460390222,8061,False,91,92,NO
F2RL1,0.0014706212785080331,0.12621311811237995,15921,False,91,92,NO
MRPL10,0.0014686904761904759,0.08521885621231602,11395,False,91,92,NO
KRTAP5-2,0.0014685108361347542,0.8391910965148465,8353,False,91,92,NO
IFITM3,0.0014662756598240467,0.6574891048190117,2962,False,91,92,NO
GCC1,0.001465666085854585,0.6519330095150544,4359,False,91,92,NO
BGN,0.0014637096774193553,0.6576820926104467,19904,False,91,92,NO
CAPZB,0.0014608174869698235,0.12857313618911687,11694,False,91,92,NO
EDA2R,0.0014607918750820206,0.786871528444207,17506,False,91,92,NO
PTPRT,0.0014574225151836497,0.0078395907307787,2501,False,91,92,YES
GATA1,0.0014517713519517853,0.9974902934651427,2959,False,91,92,NO
VOPP1,0.0014490986925154866,0.0658421537948241,1161,False,91,92,NO
TM4SF20,0.0014467650365462153,0.19719278682809183,19970,False,91,92,NO
C20orf56,0.0014428597735787253,0.04437180863728922,464,False,91,92,YES
PABPC5,0.0014369501466275645,0.31162221695570463,10103,False,91,92,NO
C4orf33,0.0014358820216382464,0.37909888008507786,1176,False,91,92,NO
SAMD8,0.0014347241937247301,0.56992949758506,7717,False,91,92,NO
ATP1B3,0.0014330109301830653,0.06519415248307246,9428,False,91,92,NO
CLDN20,0.001431504121089561,0.2451637572840393,9987,False,91,92,NO
NOP56,0.001430933769579938,0.4246926355748186,3193,False,91,92,NO
RPS11,0.0014255384270262827,0.10523580953156024,3846,False,91,92,NO
NAT14,0.0014237181839454566,0.38929696945532144,16028,False,91,92,NO
RPS28,0.001423468267412367,0.9522801283226734,17027,False,91,92,NO
TMCO2,0.0014171899468703134,0.16206910158160298,2370,False,50,133,NO
IL1F9,0.0014110757585397498,0.10444190990838846,15677,False,91,92,NO
FLJ39582,0.0014094500637818518,0.19937143427421408,17468,False,91,92,NO
RPL14,0.0014003982037233504,0.6999158641796246,7178,False,91,92,NO
OPLAH,0.0013968329689259926,0.4536218673623279,10275,False,91,92,NO
KIAA1009,0.001395031395031395,0.010792457944158366,20133,False,91,92,YES
CCDC7,0.0013889655907415202,0.023555619452307497,3062,False,91,92,YES
GNG11,0.0013876008455702927,0.8664427073354939,2951,False,91,92,NO
NDUFA11,0.0013874401402963518,0.1779702482727923,19137,False,91,92,NO
FAF1,0.00138552758301918,0.746255008477663,12653,False,91,92,NO
MTSS1,0.0013824927855139793,0.5715320980745068,9664,False,91,92,NO
TMEM87B,0.0013798929229066207,0.3714417590289514,7799,False,91,92,NO
TWIST1,0.001379295543943938,0.04263995547935896,13140,False,91,92,YES
C15orf28,0.0013742780817868922,0.4038611309535054,435,False,91,92,NO
SOX7,0.0013727942257825232,0.9001321840922815,19838,False,91,92,NO
AIMP2,0.0013698221548542593,0.41805968428783846,13731,False,91,92,NO
ACACA,0.0013650696417990798,0.747632608460082,3450,False,91,92,NO
DARS,0.0013607638880716627,0.0008105901708889246,18969,False,91,92,YES
UBQLNL,0.0013584828359496284,0.3067491628001386,11422,False,91,92,NO
SLC17A6,0.0013562510097163553,0.5511285752305217,1557,False,91,92,NO
CEP170,0.001355848292127481,0.629343752003608,9516,False,91,92,NO
PPFIA1,0.0013551456085392735,0.22625703651950568,14383,False,91,92,NO
PAQR5,0.001351595166216057,0.006001002139409949,4546,False,91,92,YES
LETM1,0.0013501501013453582,0.5407201913240751,19435,False,91,92,NO
SPATA5,0.0013498797092547086,0.019088203802128154,18424,False,91,92,YES
ZNF552,0.001349490414333098,0.7942945210650928,2656,False,91,92,NO
SQLE,0.0013449372784089186,0.03264795522842903,106,False,91,92,YES
LOC147804,0.0013397749048608667,0.9379399116238486,2162,False,91,92,NO
FBXL6,0.0013377828054298645,0.12749959288500867,12295,False,91,92,NO
UNC13D,0.0013360819467734717,0.003919311840442944,1960,False,91,92,YES
RIOK2,0.0013270219672637962,0.5592612719837396,13098,False,91,92,NO
MFSD7,0.0013262762762762765,0.7810859308674558,6264,False,91,92,NO
HHIP,0.00132494852737638,0.24580923386916853,4005,False,91,92,NO
C10orf107,0.00132217801782298,0.5906988522960337,7442,False,91,92,NO
RPS16,0.0013217684220835487,0.6228346715057393,4686,False,91,92,NO
ASPHD2,0.0013212379302615649,0.07823767658467468,3673,False,91,92,NO
CDK14,0.001320125028244332,0.00166124441835376,1603,False,91,92,YES
NUDT17,0.0013197870546067894,0.26541899461899526,3139,False,91,92,NO
UNC13C,0.0013186813186813193,0.5436433332600692,1971,False,91,92,NO
AGPAT1,0.0013182965028050886,0.0023890131985209177,11201,False,91,92,YES
SLC35F2,0.0013107807225454285,0.0014860200017665054,4222,False,91,92,YES
TFCP2,0.001309009677296122,0.6444618378844311,15071,False,91,92,NO
SLC36A3,0.001304876304876305,0.49816961459156406,184,False,36,147,NO
EEF1A2,0.001304589636201312,0.3594878363749038,5427,False,91,92,NO
RHOF,0.0013041211481340418,0.0016550151879704716,3429,False,91,92,YES
TCTN1,0.001301047000723671,0.14620096808070898,15771,False,91,92,NO
C14orf80,0.0013003697606002538,0.6027985744256563,17606,False,91,92,NO
ZNHIT2,0.0013002789260462683,0.3778992860569562,3544,False,91,92,NO
KCNA4,0.0012938188269401372,0.04068548320187241,3422,False,83,100,YES
PIP5K1B,0.001285264781588311,0.2513050715412081,17181,False,91,92,NO
UIMC1,0.001281547884684671,0.4759572928397494,8347,False,91,92,NO
MIDN,0.0012787535886127441,0.9704877390093289,8711,False,91,92,NO
TMX1,0.0012774563196170491,0.026160528301722778,9019,False,91,92,YES
DIS3,0.001271794822632693,0.0032344560712491135,11583,False,91,92,YES
HDAC8,0.0012717388563324103,0.39886209289842034,15727,False,91,92,NO
SNORA24,0.0012704490080055692,0.9028665796216888,18837,False,66,117,NO
ADAMTS12,0.0012702865376428593,0.2985261199735093,16188,False,91,92,NO
FKBP14,0.001269506808980493,0.856376596454446,11606,False,91,92,NO
CAV1,0.001268673127642006,0.01866380716184505,3272,False,91,92,YES
KIR2DL3,0.0012670340653790132,0.20072069122917627,18116,False,91,92,NO
GBA,0.0012667653783805888,0.39235619724976967,17578,False,91,92,NO
PKN2,0.0012646890794831395,0.04815530839297162,8213,False,91,92,YES
MR1,0.0012644487005942127,0.18220314095720075,319,False,91,92,NO
SLC22A4,0.0012589712078203124,0.016367158189704144,3233,False,91,92,YES
CXorf1,0.001256090930003974,0.1724554223603273,503,False,63,120,NO
MAGIX,0.0012557762252858138,0.6739354100940269,14828,False,91,92,NO
COPZ1,0.0012555447151040078,0.4042422092591822,3032,False,91,92,NO
SNX31,0.0012496941798660717,0.14087652854954413,14217,False,91,92,NO
DENND4C,0.0012469086145571564,0.906347192598761,96,False,91,92,NO
NPIPL3,0.0012417823628356297,0.13002103870100504,8871,False,91,92,NO
DIRC2,0.0012391497241618754,0.06133411977392026,14734,False,91,92,NO
JUNB,0.0012374729559155332,0.6859170138782407,16587,False,91,92,NO
MIR17HG,0.0012310295695581257,0.04402133584927113,8002,False,91,92,YES
LOC285419,0.0012233953410424,0.003014734207608799,2693,False,91,92,YES
MYCT1,0.001222595171870533,0.22073851988865079,8701,False,91,92,NO
PAK1IP1,0.001221139500672932,0.6883102281817739,8868,False,91,92,NO
KIAA0195,0.0012194318181818172,0.0027024618841215973,7250,False,91,92,YES
DCDC1,0.0012178845512178845,0.7941025609971715,11745,False,91,92,NO
JTB,0.0012150645405471653,0.009342548422001653,7964,False,91,92,YES
TNFRSF25,0.0012140082668855535,0.2591147372587617,14500,False,91,92,NO
MGC16384,0.0012113997113997127,0.5331688119154806,17285,False,91,92,NO
VAV3,0.0012108355264017485,0.7707032508907683,7618,False,91,92,NO
PIGS,0.0012105655603574128,0.5026931352119537,934,False,91,92,NO
EIF3M,0.0012103158260805902,0.008777377247128472,11951,False,91,92,YES
KCTD15,0.0012088471258729834,0.9264045304211557,18114,False,91,92,NO
ITGAV,0.0012083333333333332,0.01580768248428506,151,False,91,92,YES
IL1RAPL2,0.0011982670031362552,0.023791047715359726,183,False,91,92,YES
ZFAT,0.0011978539135234295,0.23108073942434132,5970,False,91,92,NO
PRELID1,0.001195780066720238,0.6525131364183976,13733,False,91,92,NO
LOC284232,0.001188496467481975,0.3433006830067168,16514,False,91,92,NO
SFXN5,0.001187672265623649,0.008103938253934871,13553,False,91,92,YES
LOC641367,0.0011869139459420716,0.009818765107906854,6566,False,91,92,YES
MMP13,0.0011859893430015386,0.013285702342415407,12963,False,91,92,YES
VDAC2,0.0011855695694931122,0.14907575003331902,9072,False,91,92,NO
HBE1,0.0011839530332681022,0.24277575846686128,2760,False,79,104,NO
PKN1,0.0011808283041159751,0.8221202674491903,4861,False,91,92,NO
RAPGEF2,0.001179855677273518,0.15311002662801526,6552,False,91,92,NO
NMT1,0.0011768920734437972,0.7359405872580607,4176,False,91,92,NO
FAM50B,0.0011747963097708427,0.6658560711726764,9205,False,91,92,NO
ZNF860,0.0011739766081871347,0.14345664767649213,10003,False,91,92,NO
PCYOX1L,0.0011728896459665698,0.02984538143521708,19391,False,91,92,YES
PRTN3,0.0011717540124467738,0.43960337684206663,7165,False,91,92,NO
ATP5E,0.001171685532287935,0.28576995606242916,3781,False,91,92,NO
CD74,0.0011686483480060704,0.9558228565764267,14593,False,91,92,NO
CCDC157,0.0011611879835777446,0.056630023866419,1711,False,91,92,NO
ZBED2,0.0011569561842332248,0.015628355135184475,9891,False,91,92,YES
PYCR1,0.0011509009009009008,0.15013669097891708,2940,False,91,92,NO
TMEM90A,0.0011472301138994664,0.1027058058287675,18227,False,91,92,NO
FUCA1,0.0011464335968909137,0.584810081075769,16988,False,91,92,NO
C1orf230,0.0011451553973623114,0.0021124200391504336,5518,False,91,92,YES
MYCNOS,0.0011442122117908719,0.141437214205295,1734,False,71,112,NO
STK36,0.0011441331773693636,0.09002513727249473,20059,False,91,92,NO
PEX12,0.001143398250596393,0.6374602679806517,11223,False,91,92,NO
TFAP2C,0.0011399514343926433,0.09825878401443394,2250,False,91,92,NO
AKT2,0.0011388474025974026,0.5327075673810318,13804,False,91,92,NO
HNRPDL,0.0011317823422773096,0.5837541409517719,13236,False,91,92,NO
RPS6KA2,0.0011314747774786769,0.45838935038855166,5338,False,91,92,NO
DNM2,0.0011307912105151107,0.15718755765012762,20314,False,91,92,NO
VAC14,0.0011272843567251463,0.6117149217198572,9095,False,91,92,NO
SLC30A10,0.001121980901469148,0.46777575147322537,3987,False,91,92,NO
TRIL,0.0011205987274075417,0.03653634382706531,19862,False,91,92,YES
POLR3H,0.001119546047082279,0.005897519485401417,12632,False,91,92,YES
ZNF648,0.0011148951615053322,0.45908074743064553,14395,False,91,92,NO
CLEC16A,0.0011137828337076448,0.826103251197043,20453,False,91,92,NO
CCT7,0.0011061377827602855,0.7410344938190371,9174,False,91,92,NO
ANKRD39,0.0011060721902730688,0.010468406415209644,6662,False,91,92,YES
SERPINA12,0.0010989057526556987,0.007948877662528374,17149,False,84,99,YES
PAN3,0.001098019226469931,0.9275154122299983,17565,False,91,92,NO
SERINC5,0.0010968766939088688,0.28238527008363784,15783,False,91,92,NO
CEP55,0.0010922537619699046,0.0021241143960517655,7046,False,91,92,YES
LINGO4,0.0010921991500113543,0.010536053210964005,19919,False,91,92,YES
FLVCR1,0.0010919862891918403,0.23797998716172125,14862,False,91,92,NO
FAM86B2,0.0010911742645115818,0.22395333357897115,9268,False,91,92,NO
FBXL8,0.0010887585386139703,0.3862521598566385,3627,False,91,92,NO
EFTUD1,0.0010882528324388787,0.18825275180608286,4033,False,91,92,NO
CNN2,0.00108719148016333,0.21234011403844175,9748,False,91,92,NO
NPY5R,0.0010867235137195122,0.4903951103434676,20522,False,91,92,NO
CARD14,0.0010853584775998573,0.9869741643956079,18595,False,91,92,NO
ESPNL,0.001082080972324875,0.7969562238912575,3369,False,91,92,NO
GAB1,0.0010765464218988185,0.4103234812180431,713,False,91,92,NO
FOXC1,0.0010748440930399151,0.02887598956912681,4714,False,91,92,YES
SLC5A5,0.0010739960790879396,0.7669236457460812,19143,False,91,92,NO
CCDC113,0.0010724504061968637,0.5776123843164631,221,False,91,92,NO
RXFP1,0.0010676260676260676,0.44765484488624463,17642,False,91,92,NO
AANAT,0.0010675574519207033,0.1911413834086097,19070,False,91,92,NO
POTEF,0.001067045627569406,0.30250737655634896,8048,False,91,92,NO
GABARAPL2,0.0010656928748539677,0.05088783238644357,9634,False,91,92,NO
MOV10L1,0.0010651880375529077,0.5733970273212197,12837,False,91,92,NO
CDH5,0.001065016315016315,0.16197558065456671,18326,False,91,92,NO
LOC84989,0.001058724311552365,0.3694079974905088,13978,False,91,92,NO
GALNT2,0.0010581155067245355,0.17826882055479398,14582,False,91,92,NO
PDZD9,0.0010572232452574328,0.2979361113588419,12698,False,91,92,NO
ATXN7,0.0010559712004156458,0.379391655652604,13032,False,91,92,NO
DACH1,0.0010523776008146126,0.014985663243132259,15370,False,91,92,YES
LIMS3-LOC440895,0.001052259015494309,0.38127175177001493,5703,False,91,92,NO
RIC8A,0.0010518950269598941,0.7723901760234885,13607,False,91,92,NO
PDIA4,0.0010508038469497,0.16062441175238176,10130,False,91,92,NO
SLC2A2,0.0010488720499496362,0.9035227078540294,20306,False,91,92,NO
PCDHGA2,0.0010456025002593633,0.08371979943694863,612,False,91,92,NO
HOXB13,0.0010444891571652136,0.2307480456863793,1639,False,91,92,NO
REV1,0.0010436801807184063,0.12358070606100244,3762,False,91,92,NO
CCDC52,0.0010422375010610307,0.028830879898437554,2725,False,91,92,YES
DNPEP,0.001040885768295976,0.9152249655526357,11493,False,91,92,NO
FUBP3,0.0010386483612063616,0.9608597769217666,1747,False,91,92,NO
STK35,0.001037969787969788,0.5452218558285269,9786,False,91,92,NO
SCARNA12,0.0010360716571415746,0.22100245053701356,15498,False,91,92,NO
FAM108C1,0.0010347509966412408,0.052596706958542266,10580,False,91,92,NO
RTN2,0.0010346189845077912,0.22599091072113242,14414,False,91,92,NO
SNAP23,0.0010343035966737589,0.5987175545253527,13241,False,91,92,NO
NCRNA00086,0.0010284273653176088,0.5021523505650293,17938,False,91,92,NO
PRTG,0.0010283625165484918,0.7249217553723519,12223,False,91,92,NO
ZNF572,0.0010271272142864554,0.4774221131564732,1854,False,91,92,NO
RPL37A,0.0010267211893947067,0.6455981544273766,9973,False,91,92,NO
HIST2H2BF,0.0010261965102081384,0.22653875438016285,2230,False,91,92,NO
SFRS9,0.0010245614035087718,0.5175561096504162,1262,False,91,92,NO
NEK10,0.00102140860925852,0.0016142676709505672,10547,False,91,92,YES
MYH16,0.0010185487192158802,0.0027970874628907775,7940,False,91,92,YES
TMEM14C,0.0010127954237543278,0.5134630002842349,474,False,91,92,NO
AKAP12,0.0010103883143747115,0.9680947315064993,18141,False,91,92,NO
HSDL1,0.0010098814229249008,0.7300987824429525,11332,False,91,92,NO
HTRA1,0.0010098563753864918,0.9777185185754228,6247,False,91,92,NO
COL15A1,0.001007997062030691,0.5079372288939286,2660,False,91,92,NO
NRIP1,0.0010071355186444702,0.2344099005735253,12210,False,91,92,NO
RRN3P2,0.001005163511187607,0.11333342138957488,13891,False,91,92,NO
FGFBP2,0.0010041736905923764,0.055870540889412776,11964,False,91,92,NO
MRPL33,0.000997014263294828,0.6879587957792107,10665,False,91,92,NO
RC3H1,0.000996303864109015,0.36966591625281453,4017,False,91,92,NO
S100A3,0.0009949537823052265,0.20482096600962355,2805,False,91,92,NO
AGPAT9,0.0009948015590714823,0.33327677937658207,11208,False,91,92,NO
PRSS33,0.0009946937438584998,0.7416781920808636,7575,False,91,92,NO
HSPB6,0.0009943817297818744,0.28314154272019726,4855,False,91,92,NO
ADNP,0.0009910192147034253,0.597441185703785,380,False,91,92,NO
MUC16,0.0009892085348195503,0.05262069755316751,15705,False,91,92,NO
