gene,importance,p_value,rank_by_importance,is_known,high_group_size,low_group_size,significant
PRRG1,0.0,0.00018195029176849988,10688,False,91,92,YES
PRRG2,0.0,0.6744797466380794,10689,False,91,92,NO
TTTY23,0.0,,10690,False,0,183,NA
SNORD45A,0.0,,10691,False,0,183,NA
NCBP2,0.0,0.01958806949021834,23,False,91,92,YES
ZNF670,0.0,0.6593076894576866,10693,False,91,92,NO
RHBDL2,0.0,0.018811150262269788,10694,False,91,92,YES
RHBDL3,0.0,0.007947164389431171,10695,False,91,92,YES
LOC144486,0.0,0.010594893019084218,10696,False,91,92,YES
RHBDL1,0.0,0.23924397989387955,10697,False,91,92,NO
PARP16,0.0,0.171365463258399,10698,False,91,92,NO
TRIM6-TRIM34,0.0,,10699,False,8,175,NA
HSD3B7,0.0,0.4053551379848247,10700,False,91,92,NO
FLJ42709,0.0,0.2367255620647613,10701,False,91,92,NO
HSD3B1,0.0,0.6714914845963249,10702,False,32,151,NO
HSD3B2,0.0,0.8494284152005517,10703,False,91,92,NO
MTRR,0.0,0.6940698910954245,10704,False,91,92,NO
LOC100129034,0.0,0.23815520634758458,10705,False,91,92,NO
ADAM32,0.0,0.6993265041732546,10706,False,91,92,NO
YWHAG,0.0,0.005107536100792033,10707,False,91,92,YES
CD300A,0.0,0.3068837331259824,10708,False,91,92,NO
WHSC2,0.0,0.6842560115724953,10709,False,91,92,NO
CD300E,0.0,0.9293198009131832,10710,False,91,92,NO
CLUAP1,0.0,0.6430302034999378,10711,False,91,92,NO
FOXP3,0.0,0.9190478400608576,10712,False,91,92,NO
COPS8,0.0,0.09619046304988028,10713,False,91,92,NO
FOXP1,0.0,0.07395847179579756,10714,False,91,92,NO
RCCD1,0.0,0.11654305094837294,10715,False,91,92,NO
ADAM30,0.0,,10716,False,5,178,NA
FOXP4,0.0,0.00477486958275562,10717,False,91,92,YES
MSL3,0.0,0.36152691881621335,10718,False,91,92,NO
COPS2,0.0,0.007379352219313941,10719,False,91,92,YES
COPS3,0.0,0.37584198973235206,10720,False,91,92,NO
SAA4,0.0,0.9692325949773415,10721,False,91,92,NO
COPS6,0.0,0.3407857409425565,10722,False,91,92,NO
NUP85,0.0,0.9583428500350024,10723,False,91,92,NO
COPS4,0.0,0.8001738158423771,10724,False,91,92,NO
COPS5,0.0,0.10129870790804936,10725,False,91,92,NO
YTHDF3,0.0,0.38978851879333576,10726,False,91,92,NO
PPOX,0.0,0.03191822097856394,10727,False,91,92,YES
YTHDF1,0.0,0.03900968962623643,10728,False,91,92,YES
ZNF596,0.0,0.0003423884676871963,10729,False,91,92,YES
MDGA1,0.0,0.20796571614900708,10730,False,91,92,NO
GTSF1,0.0,0.14387481780556297,10731,False,91,92,NO
ZNF595,0.0,0.5416467444487197,10732,False,91,92,NO
ZNF598,0.0,0.3853891949936703,10733,False,91,92,NO
PARP11,0.0,0.06427691603714532,10734,False,91,92,NO
TMEM72,0.0,0.4435790732133915,10735,False,91,92,NO
MYCN,0.0,0.876483425249131,10736,False,91,92,NO
KIAA0802,0.0,0.85777190204343,10737,False,91,92,NO
SREBF1,0.0,0.08598800577892925,10738,False,91,92,NO
PLCH2,0.0,0.8811572187026406,10739,False,91,92,NO
SPOP,0.0,0.1651626473132971,10740,False,91,92,NO
TKT,0.0,0.07226508362546125,10741,False,91,92,NO
PLCH1,0.0,0.09102937555465396,10742,False,91,92,NO
VEZF1,0.0,0.23876225982628205,10743,False,91,92,NO
SHOX2,0.0,0.5373891141467496,10744,False,91,92,NO
NLK,0.0,0.09713278057377372,10745,False,91,92,NO
FDFT1,0.0,0.008997043723833177,10746,False,91,92,YES
FAM135A,0.0,0.6081091493326136,10747,False,91,92,NO
FAM135B,0.0,0.03453350258975396,10748,False,91,92,YES
NLN,0.0,0.0030166469616382707,10749,False,91,92,YES
IGF2,0.0,0.9202235122975696,10750,False,91,92,NO
?|100130426,0.0,0.9549062464049828,10751,False,10,173,NO
IGF1,0.0,0.9797591612907349,10752,False,91,92,NO
DLD,0.0,0.8528731679871784,10753,False,91,92,NO
TMED5,0.0,0.15599912191307286,10754,False,91,92,NO
NUDT1,0.0,0.22352952137245563,10755,False,91,92,NO
NUDT2,0.0,0.464182000337266,10756,False,91,92,NO
NUDT3,0.0,0.611995664966319,10757,False,91,92,NO
DISC1,0.0,0.787470095078749,24,False,91,92,NO
NUDT5,0.0,0.41935840813406733,10759,False,91,92,NO
NUDT6,0.0,0.573900442534378,10760,False,91,92,NO
NUDT7,0.0,0.1057361617254147,10761,False,91,92,NO
TFPI,0.0,0.21323982480071274,10762,False,91,92,NO
TWSG1,0.0,0.13451130720174245,10763,False,91,92,NO
SEPN1,0.0,0.5516494656843158,10764,False,91,92,NO
PVR,0.0,0.009173719896539681,10765,False,91,92,YES
TK2,0.0,0.4093232199195155,10766,False,91,92,NO
OR2B11,0.0,0.24175087897782088,10767,False,43,140,NO
CAMK1,0.0,0.11740266626429698,25,False,91,92,NO
PHLDB1,0.0,0.22189341138287033,10769,False,91,92,NO
COL16A1,0.0,0.5059658656879601,10770,False,91,92,NO
PHLDB3,0.0,7.728644922905724e-07,10771,False,91,92,YES
NTHL1,0.0,0.25227783710219126,10772,False,91,92,NO
LARS,0.0,0.8650842274029973,10773,False,91,92,NO
OR2M4,0.0,,10774,False,3,180,NA
SST,0.0,0.2875633129791758,10775,False,91,92,NO
ZNF628,0.0,0.37248415172323457,10776,False,91,92,NO
FLJ42875,0.0,0.12432053046686545,10777,False,91,92,NO
MAL,0.0,0.11986811869240967,10778,False,91,92,NO
CYP27A1,0.0,0.18643093338800754,10779,False,91,92,NO
MEF2B,0.0,0.09449457601828205,10780,False,91,92,NO
MEF2A,0.0,0.5186192588796673,10781,False,91,92,NO
FETUB,0.0,0.021314771089645867,10782,False,91,92,YES
DDRGK1,0.0,0.6038946852087386,10783,False,91,92,NO
TP53BP1,0.0,0.7986894398192089,10784,False,91,92,NO
MSLN,0.0,0.173010723738367,10785,False,91,92,NO
FBXL20,0.0,0.9024445526040402,10786,False,91,92,NO
FBXL21,0.0,0.19476584313619066,10787,False,41,142,NO
FBXL22,0.0,0.15187371654073561,10788,False,91,92,NO
LOC100286844,0.0,0.011227409863538389,10789,False,91,92,YES
EPHX1,0.0,0.4152618381940626,10790,False,90,93,NO
EPHX2,0.0,0.054747090435464205,10791,False,91,92,NO
ARGFXP2,0.0,0.2810333767943048,10792,False,91,92,NO
EPHX4,0.0,0.0031721510142154585,10793,False,91,92,YES
ZNF333,0.0,0.4084426644570891,10794,False,91,92,NO
ZNF330,0.0,0.6313381821201822,10795,False,91,92,NO
FAM168A,0.0,0.8277323771104381,10796,False,91,92,NO
TEX15,0.0,0.7692555710969105,10797,False,91,92,NO
RPLP2,0.0,0.8049371297426569,10798,False,91,92,NO
NSL1,0.0,0.003018890571228043,10799,False,91,92,YES
RPLP0,0.0,0.6705268707031065,10800,False,91,92,NO
TEX11,0.0,0.09094824257460508,10801,False,91,92,NO
TEX10,0.0,0.3862164537451881,10802,False,91,92,NO
RPL37,0.0,0.3733384290463676,26,False,91,92,NO
SPR,0.0,0.20493337505357412,27,False,91,92,NO
CD300LF,0.0,0.8938467190951402,10805,False,91,92,NO
SLCO1B1,0.0,0.8532281903067994,10806,False,91,92,NO
CD300LD,0.0,0.7604072110251671,10807,False,13,170,NO
CD300LB,0.0,0.3088201875024924,10808,False,91,92,NO
ZNF700,0.0,0.491040491820275,28,False,91,92,NO
MALAT1,0.0,0.2720123756287077,10810,False,91,92,NO
LRRC3B,0.0,0.22308820431777976,10811,False,91,92,NO
RSC1A1,0.0,0.03983616341674389,10812,False,91,92,YES
ECD,0.0,0.47755114913795904,10813,False,91,92,NO
SFRS1,0.0,0.5539116584557839,10814,False,91,92,NO
NOTCH2NL,0.0,0.5813405172542381,10815,False,91,92,NO
SLC7A5P1,0.0,0.22109602711235993,10816,False,91,92,NO
LOC100133893,0.0,0.45000844940589113,10817,False,91,92,NO
NFKBIB,0.0,0.5225304035785356,10818,False,91,92,NO
LOC157627,0.0,0.4382653327493746,10819,False,65,118,NO
CIB2,0.0,0.7130854760695018,10820,False,91,92,NO
CIB3,0.0,0.3158617358059525,10821,False,58,125,NO
MAPKSP1,0.0,0.15318411290407405,10822,False,91,92,NO
CIB1,0.0,0.13534246476476974,10823,False,91,92,NO
PRIMA1,0.0,0.7155417160606605,10824,False,91,92,NO
CIB4,0.0,0.02959148980870324,10825,False,49,134,YES
THYN1,0.0,0.7180187419121535,10826,False,91,92,NO
TTC3,0.0,0.19519464522355223,10827,False,91,92,NO
HBXIP,0.0,0.8304915181603973,10828,False,91,92,NO
SLC7A5P2,0.0,0.06607653261626698,10829,False,91,92,NO
TTC29,0.0,0.05675276943923178,10830,False,74,109,NO
ZNF707,0.0,0.14889882762124632,29,False,91,92,NO
CG030,0.0,0.45576583386065017,10832,False,91,92,NO
EVC,0.0,0.7652207494096585,10833,False,91,92,NO
NTF4,0.0,0.07661040333939356,10834,False,91,92,NO
MTMR12,0.0,0.5316991492237969,10835,False,91,92,NO
MTMR11,0.0,0.5711183901149508,10836,False,91,92,NO
LOC285830,0.0,0.02798478927653779,10837,False,91,92,YES
UGDH,0.0,0.054416396697677574,10838,False,91,92,NO
CELSR3,0.0,0.10510892557113326,10839,False,91,92,NO
ARID3C,0.0,0.1602485361217984,10840,False,81,102,NO
CELSR1,0.0,0.07798986655942038,10841,False,91,92,NO
RABL2B,0.0,0.41801932385114426,10842,False,91,92,NO
KIAA1045,0.0,0.04806695412888125,10843,False,91,92,YES
PTCHD2,0.0,0.11677313306663312,10844,False,91,92,NO
PTCHD1,0.0,0.7947964765469422,10845,False,91,92,NO
BBX,0.0,0.5965543680489291,10846,False,91,92,NO
NEK6,0.0,0.2626203038133409,10847,False,91,92,NO
LOC200030,0.0,0.07910043981540286,10848,False,91,92,NO
CXADR,0.0,0.04414813220679791,10849,False,91,92,YES
C14orf129,0.0,0.17870633168293454,10850,False,91,92,NO
C14orf128,0.0,0.5493557530832549,10851,False,91,92,NO
SUPT3H,0.0,0.9226254115847978,10852,False,91,92,NO
MFSD10,0.0,0.16372113909248687,10853,False,91,92,NO
LRRC30,0.0,,10854,False,3,180,NA
LRRC31,0.0,0.3092902282596727,10855,False,91,92,NO
LRRC32,0.0,0.4258024749135849,10856,False,91,92,NO
LRRC33,0.0,0.07398819005747374,10857,False,91,92,NO
LRRC34,0.0,0.44670610807222755,10858,False,91,92,NO
C14orf126,0.0,0.386577341964343,10859,False,91,92,NO
CAMK4,0.0,0.6305092075184369,30,False,91,92,NO
LY6G5B,0.0,0.005114975645965261,10861,False,91,92,YES
MFN2,0.0,0.968759266154379,10862,False,91,92,NO
MFN1,0.0,0.021886716203865234,10863,False,91,92,YES
NUDT9,0.0,0.27207440792646564,10864,False,91,92,NO
ZNF33B,0.0,0.8686106342483527,10865,False,91,92,NO
FAM166A,0.0,0.0747852693163836,10866,False,91,92,NO
FAM117A,0.0,0.0059299211380482745,10867,False,91,92,YES
FAM117B,0.0,0.9439134222182017,10868,False,91,92,NO
ZNF704,0.0,0.1654219260747744,31,False,91,92,NO
THTPA,0.0,0.14636750204198173,10870,False,91,92,NO
NAA50,0.0,0.00013857444268540806,10871,False,91,92,YES
MAD2L2,0.0,0.9838746201601465,10872,False,91,92,NO
RPS26P11,0.0,0.584268671454665,10873,False,91,92,NO
FAM9A,0.0,,10874,False,7,176,NA
SVIL,0.0,0.984721984162183,10875,False,91,92,NO
KTN1,0.0,0.5472176464126774,10876,False,91,92,NO
TCEB3,0.0,0.3851666419275882,10877,False,91,92,NO
TCEB2,0.0,0.5806513833291044,10878,False,91,92,NO
TCEB1,0.0,0.40524972633284184,10879,False,91,92,NO
IQSEC1,0.0,0.016642992313413305,10880,False,91,92,YES
C20orf191,0.0,0.7310598624554489,10881,False,14,169,NO
LOC339240,0.0,0.4274745043288185,32,False,78,105,NO
BMPER,0.0,0.09986548969230444,10883,False,91,92,NO
C20orf195,0.0,0.8107055769709073,10884,False,91,92,NO
C20orf194,0.0,0.007995979491199953,10885,False,91,92,YES
CLCNKA,0.0,0.9824245294219524,10886,False,91,92,NO
C20orf199,0.0,0.6209714023052817,10887,False,91,92,NO
GOLGA6B,0.0,0.3563821911469003,33,False,91,92,NO
LRP2BP,0.0,0.009347795451564249,10889,False,91,92,YES
OR5D13,0.0,,10890,False,0,183,NA
FAM90A1,0.0,0.6069036521189008,10891,False,91,92,NO
IQSEC2,0.0,0.32717253116459366,10892,False,91,92,NO
FAM90A7,0.0,0.9720878144320967,10893,False,40,143,NO
SERPINA3,0.0,0.02168338472094064,10894,False,91,92,YES
PURB,0.0,0.36777907668884036,10895,False,91,92,NO
VPREB1,0.0,0.15787353248393937,10896,False,22,161,NO
RNF115,0.0,0.6684094187840532,34,False,91,92,NO
KRTAP6-3,0.0,,10898,False,2,181,NA
KRTAP6-2,0.0,,10899,False,0,183,NA
KRTAP6-1,0.0,,10900,False,1,182,NA
OR5D14,0.0,,10901,False,0,183,NA
SATB1,0.0,0.5498691090103132,10902,False,91,92,NO
RIC3,0.0,0.01997443489983831,10903,False,91,92,YES
OXSR1,0.0,0.034280072381785605,10904,False,91,92,YES
OR5D16,0.0,,10905,False,1,182,NA
ST3GAL3,0.0,0.00850928285313784,10906,False,91,92,YES
ST3GAL2,0.0,0.013911267126741546,10907,False,91,92,YES
ST3GAL1,0.0,0.07742805164553412,10908,False,91,92,NO
SGPP1,0.0,0.3519627913481025,10909,False,91,92,NO
ST3GAL6,0.0,0.5528002685149193,10910,False,91,92,NO
ST3GAL5,0.0,0.24624295883612718,10911,False,91,92,NO
ST3GAL4,0.0,0.4017061891990391,10912,False,91,92,NO
C7orf28A,0.0,0.7603804968016493,10913,False,91,92,NO
NINJ1,0.0,0.6638666355220499,10914,False,91,92,NO
NINJ2,0.0,0.504952485826392,10915,False,91,92,NO
C7orf28B,0.0,0.07962815067063153,10916,False,91,92,NO
GALNS,0.0,0.5334810784887819,10917,False,91,92,NO
ZNF451,0.0,0.8274147489015544,10918,False,91,92,NO
SNORD15B,0.0,0.2618513895610224,10919,False,81,102,NO
NEK2,0.0,0.0037649341294966623,10920,False,91,92,YES
NPSR1,0.0,0.27305392551397645,10921,False,91,92,NO
ATF6B,0.0,0.4315966559017147,10922,False,91,92,NO
SNORA74B,0.0,0.573683276735198,10923,False,50,133,NO
TJAP1,0.0,0.013426527382880199,10924,False,91,92,YES
SLC16A9,0.0,0.4080440372910785,10925,False,91,92,NO
MAGEA12,0.0,0.07672591363363218,10926,False,84,99,NO
CYP7B1,0.0,0.3436839877888076,10927,False,91,92,NO
MAGEA10,0.0,0.269346621454521,10928,False,35,148,NO
OSBPL8,0.0,0.5151409901863866,10929,False,91,92,NO
SLC16A1,0.0,0.06970258871538973,10930,False,91,92,NO
TUFM,0.0,0.9754292320318906,10931,False,91,92,NO
SLC16A3,0.0,0.2397010889755079,10932,False,91,92,NO
SLC16A2,0.0,0.18558858813719104,10933,False,91,92,NO
SLC16A5,0.0,0.08822239070374767,10934,False,91,92,NO
NPY2R,0.0,0.9123211995578954,10935,False,84,99,NO
SLC16A7,0.0,0.22056550598013125,10936,False,91,92,NO
CEP135,0.0,0.26764229988579025,10937,False,91,92,NO
ARHGAP30,0.0,0.35594335936695454,10938,False,91,92,NO
ARHGAP31,0.0,0.6643455997698766,10939,False,91,92,NO
ARHGAP32,0.0,0.032190452542516394,10940,False,91,92,YES
ARHGAP33,0.0,0.027420486548177463,10941,False,91,92,YES
BCKDHB,0.0,0.40697724538270375,10942,False,91,92,NO
ARHGAP36,0.0,0.39911640428629713,10943,False,91,92,NO
BCKDHA,0.0,0.2614265398343206,10944,False,91,92,NO
WIPF3,0.0,0.3995841912485052,10945,False,91,92,NO
ARHGAP39,0.0,0.02697705888474915,10946,False,91,92,YES
WIPF1,0.0,0.9680576437166695,10947,False,91,92,NO
CMKLR1,0.0,0.6281838089343215,10948,False,91,92,NO
LOC100132111,0.0,0.8138484770136056,10949,False,91,92,NO
MON1B,0.0,0.30039921652735474,10950,False,91,92,NO
FLJ43390,0.0,0.13582478952863777,10951,False,91,92,NO
ZNF836,0.0,0.006634127721099989,10952,False,91,92,YES
DYNLL1,0.0,0.2679999053332089,10953,False,91,92,NO
LYVE1,0.0,0.3606770624959694,10954,False,91,92,NO
DYNLL2,0.0,0.23093350618441583,10955,False,91,92,NO
PRDM5,0.0,0.5588321787662067,10956,False,91,92,NO
KHDC1,0.0,0.36988853261734167,10957,False,91,92,NO
UQCRQ,0.0,0.8573310793525899,10958,False,91,92,NO
SNORD114-22,0.0,,10959,False,0,183,NA
SNORD114-23,0.0,,10960,False,0,183,NA
RBM4B,0.0,0.044442603543402716,10961,False,91,92,YES
RNF112,0.0,0.6669655264423563,35,False,91,92,NO
SNORD114-26,0.0,,10963,False,0,183,NA
SNORD114-27,0.0,,10964,False,0,183,NA
SNORD114-24,0.0,,10965,False,0,183,NA
SNORD114-25,0.0,,10966,False,0,183,NA
SNORD114-28,0.0,,10967,False,0,183,NA
LOC647946,0.0,0.15422192864771453,10968,False,91,92,NO
UQCRB,0.0,0.496716133486548,10969,False,91,92,NO
SNORA53,0.0,0.48735401149978064,10970,False,91,92,NO
CACNA1H,0.0,4.534297120741333e-05,10971,False,91,92,YES
CACNA1I,0.0,0.050068152489621355,10972,False,91,92,NO
GPS2,0.0,0.0823706632367937,10973,False,91,92,NO
SNORA52,0.0,0.4777568514354331,10974,False,36,147,NO
CACNA1A,0.0,0.001533606026158573,10975,False,91,92,YES
CACNA1B,0.0,0.00230960314544534,10976,False,91,92,YES
CACNA1C,0.0,0.4111654089387424,10977,False,91,92,NO
CACNA1D,0.0,0.010965385928386917,10978,False,91,92,YES
CACNA1E,0.0,0.8248421351504247,10979,False,91,92,NO
CACNA1F,0.0,0.6673662706306205,10980,False,91,92,NO
CACNA1G,0.0,0.3694863127967898,10981,False,91,92,NO
PTAFR,0.0,0.9683025739948514,10982,False,91,92,NO
SPINLW1,0.0,0.3886404019675749,10983,False,59,124,NO
LYPLA1,0.0,0.030272827849552486,10984,False,91,92,YES
ATP6V0D2,0.0,0.5027959137434832,10985,False,91,92,NO
ATP6V0D1,0.0,0.010089946176841362,10986,False,91,92,YES
CACNA1S,0.0,0.23747695394483523,10987,False,91,92,NO
TTN,0.0,0.5778350427744283,10988,False,91,92,NO
FCAR,0.0,0.4506300777630682,10989,False,91,92,NO
FLCN,0.0,0.008663913493063714,10990,False,91,92,YES
SFRP4,0.0,0.5509019758675762,10991,False,91,92,NO
KIF19,0.0,0.02069912880246937,10992,False,91,92,YES
ZC3H14,0.0,0.5374458655578969,36,False,91,92,NO
BMP8B,0.0,0.26162690887222984,10994,False,91,92,NO
PRDM7,0.0,0.058530845816958346,10995,False,30,153,NO
HOTAIR,0.0,0.32955596020737926,10996,False,91,92,NO
SNORD115-41,0.0,,10997,False,0,183,NA
BGLAP,0.0,0.07993183651489441,10998,False,91,92,NO
PHB2,0.0,0.2595310401819686,10999,False,91,92,NO
SNORD115-40,0.0,,11000,False,0,183,NA
SLC15A2,0.0,0.2318605622346505,11001,False,91,92,NO
COIL,0.0,0.9386097019031686,11002,False,91,92,NO
SLC15A1,0.0,0.3522185936321064,11003,False,91,92,NO
TOR2A,0.0,0.2199622818291911,11004,False,91,92,NO
P2RX6P,0.0,,11005,False,0,183,NA
CARHSP1,0.0,0.2414231135587876,11006,False,91,92,NO
RBM41,0.0,0.16670426703099098,11007,False,91,92,NO
RBM42,0.0,0.3545246428342075,11008,False,91,92,NO
RBM43,0.0,0.10521628242412816,11009,False,91,92,NO
RBM44,0.0,0.406846194219897,11010,False,91,92,NO
RBM45,0.0,0.5081348259690557,11011,False,91,92,NO
CDY1B,0.0,,11012,False,1,182,NA
RBM47,0.0,0.8377301785656941,11013,False,91,92,NO
LLGL1,0.0,0.04957923710038604,11014,False,91,92,YES
PQBP1,0.0,0.11796042913372295,11015,False,91,92,NO
TMOD1,0.0,0.09320599275408895,11016,False,91,92,NO
TTC15,0.0,0.011862556492462055,11017,False,91,92,YES
SLC22A16,0.0,0.1505507621840197,11018,False,91,92,NO
TTC17,0.0,0.5611146936247622,11019,False,91,92,NO
OAT,0.0,0.6873030076666538,11020,False,91,92,NO
RP9P,0.0,0.641147243508901,11021,False,91,92,NO
TTC13,0.0,0.026806477716084905,11022,False,91,92,YES
SLC22A17,0.0,0.0007605316522290451,11023,False,91,92,YES
TTC19,0.0,0.014453753232858075,11024,False,91,92,YES
QRFPR,0.0,0.8351141346799963,11025,False,86,97,NO
C4orf29,0.0,0.6253782793002645,11026,False,91,92,NO
PRDM1,0.0,0.10643346910749701,11027,False,91,92,NO
EPGN,0.0,0.013005379813880634,11028,False,38,145,YES
FAM48A,0.0,0.026588699093689595,11029,False,91,92,YES
C4orf21,0.0,0.3904068068581601,11030,False,91,92,NO
C3orf65,0.0,0.9564572885794467,11031,False,91,92,NO
C4orf23,0.0,0.28254620859518065,11032,False,91,92,NO
C3orf67,0.0,0.7188144271448268,11033,False,91,92,NO
LOC144742,0.0,,11034,False,8,175,NA
C3orf62,0.0,0.0009633183856591935,11035,False,91,92,YES
C3orf63,0.0,0.2820426183878898,11036,False,91,92,NO
S100A11,0.0,0.28654492697113804,11037,False,91,92,NO
SLC31A2,0.0,0.44838201485316886,11038,False,91,92,NO
ZFP92,0.0,0.11638458935744231,11039,False,91,92,NO
ZFP90,0.0,0.3498424423357349,11040,False,91,92,NO
ZFP91,0.0,0.00033148393055446626,11041,False,91,92,YES
ZNF839,0.0,0.002176959885769469,11042,False,91,92,YES
PDIK1L,0.0,0.8839262349901451,11043,False,91,92,NO
RICTOR,0.0,0.10393804153493182,11044,False,91,92,NO
S100A13,0.0,0.11001567830518147,11045,False,91,92,NO
LMO1,0.0,0.834587495385451,11046,False,91,92,NO
PPM1G,0.0,0.21575619410751826,11047,False,91,92,NO
PPM1F,0.0,0.3536810420423734,11048,False,91,92,NO
PPM1E,0.0,0.05062643859716585,11049,False,91,92,NO
HMGCLL1,0.0,0.03711138298098588,38,False,91,92,YES
ABCF3,0.0,0.8333984112225243,11051,False,91,92,NO
ABCF2,0.0,0.05741311834621968,11052,False,91,92,NO
ABCF1,0.0,0.6182336600343755,11053,False,91,92,NO
RNF148,0.0,0.5601976164003196,11054,False,91,92,NO
NACAP1,0.0,0.36873274382906385,39,False,91,92,NO
C4BPA,0.0,0.10958233247756949,11056,False,91,92,NO
C4BPB,0.0,0.6030761436907922,11057,False,91,92,NO
EGR1,0.0,0.35283456874410835,11058,False,91,92,NO
PPM1K,0.0,0.35257917829853436,11059,False,91,92,NO
PPM1J,0.0,0.1087670346425583,11060,False,91,92,NO
EGR4,0.0,0.1068007138446134,11061,False,91,92,NO
PPM1H,0.0,0.21754635005648387,11062,False,91,92,NO
RTN4RL1,0.0,0.06500029071707378,11063,False,91,92,NO
LRRTM1,0.0,0.16528471471601577,40,False,91,92,NO
PJA1,0.0,0.5190245335863264,11065,False,91,92,NO
LOC728643,0.0,0.0001188945908207963,11066,False,91,92,YES
LOC728640,0.0,0.5254478657816766,11067,False,91,92,NO
PJA2,0.0,0.8191073014157894,11068,False,91,92,NO
GRIN1,0.0,0.2783180480031453,41,False,91,92,NO
LMO2,0.0,0.4758095900063456,11070,False,91,92,NO
CHEK1,0.0,0.20932622551169544,11071,False,91,92,NO
DALRD3,0.0,0.8387167098305696,11072,False,91,92,NO
UPF3B,0.0,0.1694336518200556,11073,False,91,92,NO
INF2,0.0,0.1145254885064726,11074,False,91,92,NO
NSMCE2,0.0,0.05719817879343697,11075,False,91,92,NO
PRKAB1,0.0,0.14246567361708462,11076,False,91,92,NO
SIKE1,0.0,0.3166086297710362,11077,False,91,92,NO
LIN28B,0.0,0.7549860064820852,11078,False,40,143,NO
PAX5,0.0,0.43903696501094824,11079,False,91,92,NO
PAX4,0.0,0.6325185095755457,11080,False,91,92,NO
PAX7,0.0,0.5039934723427375,11081,False,72,111,NO
PAX6,0.0,0.07276413135432801,11082,False,91,92,NO
PAX1,0.0,0.18527629092192777,11083,False,82,101,NO
PAX3,0.0,0.2404286077627269,11084,False,60,123,NO
KPRP,0.0,0.013968300795724434,11085,False,22,161,YES
PCDHA10,0.0,0.6237788914668834,11086,False,91,92,NO
AHCYL1,0.0,0.5407094549556581,11087,False,91,92,NO
PCDHA12,0.0,0.10462197520932674,11088,False,91,92,NO
PCDHA13,0.0,0.18560242671123922,11089,False,91,92,NO
PAX9,0.0,0.28614247404879856,11090,False,91,92,NO
PAX8,0.0,0.650811771767388,11091,False,90,93,NO
PTPN5,0.0,0.9376536644438656,11092,False,91,92,NO
PTPN4,0.0,0.189412006140186,11093,False,91,92,NO
RBMY1A3P,0.0,,42,False,0,183,NA
GINS3,0.0,0.061570186499187905,11095,False,91,92,NO
GINS1,0.0,0.05005409306350295,11096,False,91,92,NO
PROK1,0.0,0.2676762224569552,11097,False,91,92,NO
GINS4,0.0,0.04619355028194154,11098,False,91,92,YES
BTF3,0.0,0.7443002809655976,11099,False,91,92,NO
DDR2,0.0,0.40108158545248473,11100,False,91,92,NO
PLD4,0.0,0.015038700075868041,11101,False,91,92,YES
DDR1,0.0,0.23609273209215148,11102,False,91,92,NO
BARHL1,0.0,0.1454175352612507,11103,False,70,113,NO
LRCH4,0.0,0.050678865047163874,11104,False,91,92,NO
GRK6,0.0,0.014354959181704142,11105,False,91,92,YES
NNMT,0.0,0.2536964343992737,11106,False,91,92,NO
LRCH1,0.0,0.2671374662576563,11107,False,91,92,NO
DHX8,0.0,0.06437852205628417,43,False,91,92,NO
GRK7,0.0,0.9619595655777065,11109,False,91,92,NO
MBD3L1,0.0,0.9324029809482479,11110,False,57,126,NO
MBD3L2,0.0,,11111,False,0,183,NA
MBD3L5,0.0,,11112,False,2,181,NA
PTDSS1,0.0,0.6503355461860996,11113,False,91,92,NO
AGBL5,0.0,0.883111942540739,11114,False,91,92,NO
AGBL4,0.0,0.03153096360766283,11115,False,91,92,YES
AGBL3,0.0,0.31036397512546393,11116,False,91,92,NO
AGBL2,0.0,0.09939995296076043,11117,False,91,92,NO
AGBL1,0.0,0.1958630288114641,11118,False,54,129,NO
PLD5,0.0,0.209101219810017,11119,False,91,92,NO
UBE3C,0.0,0.0010776892325847992,11120,False,91,92,YES
C15orf39,0.0,0.2743089932673085,11121,False,91,92,NO
C15orf38,0.0,0.03415686600087319,11122,False,91,92,YES
ALG10B,0.0,0.8556928342090095,11123,False,91,92,NO
ARRB2,0.0,0.013479388309276787,11124,False,91,92,YES
SNORD1A,0.0,,11125,False,0,183,NA
SNORD1B,0.0,,11126,False,0,183,NA
ARRB1,0.0,0.7401154372157275,11127,False,91,92,NO
CHCHD10,0.0,0.6684301558496699,11128,False,91,92,NO
SUSD2,0.0,0.12714841869516894,11129,False,91,92,NO
ADPRH,0.0,0.8873895554745119,11130,False,91,92,NO
C15orf32,0.0,0.9050192835580166,11131,False,44,139,NO
C15orf34,0.0,0.6978330755944242,11132,False,91,92,NO
C15orf37,0.0,0.000508503038336983,11133,False,91,92,YES
ADI1,0.0,0.977888868383119,11134,False,91,92,NO
CNTD2,0.0,0.6406389948382429,11135,False,91,92,NO
PILRA,0.0,0.4148777809475134,11136,False,91,92,NO
PLD6,0.0,0.26586832579952174,11137,False,91,92,NO
SNAP25,0.0,0.010881059534302906,11138,False,91,92,YES
ZEB1,0.0,0.6536744898330891,11139,False,91,92,NO
GPNMB,0.0,0.8486689723650569,11140,False,91,92,NO
SLC7A13,0.0,0.21772977018103112,11141,False,38,145,NO
PSMA2,0.0,0.18516247401277408,11142,False,91,92,NO
AKAP8L,0.0,0.013084266692527671,11143,False,91,92,YES
C9,0.0,0.1780090448666925,11144,False,91,92,NO
