#node	identifier	category	term ID	term description
LY6G6D	9606.ENSP00000364985	GO Component	GO:0005886	Plasma membrane
LY6G6D	9606.ENSP00000364985	GO Component	GO:0009897	External side of plasma membrane
LY6G6D	9606.ENSP00000364985	GO Component	GO:0009986	Cell surface
LY6G6D	9606.ENSP00000364985	GO Component	GO:0016020	Membrane
LY6G6D	9606.ENSP00000364985	GO Component	GO:0030054	Cell junction
LY6G6D	9606.ENSP00000364985	GO Component	GO:0030175	Filopodium
LY6G6D	9606.ENSP00000364985	GO Component	GO:0031224	Intrinsic component of membrane
LY6G6D	9606.ENSP00000364985	GO Component	GO:0031225	Anchored component of membrane
LY6G6D	9606.ENSP00000364985	GO Component	GO:0032991	Protein-containing complex
LY6G6D	9606.ENSP00000364985	GO Component	GO:0042995	Cell projection
LY6G6D	9606.ENSP00000364985	GO Component	GO:0045202	Synapse
LY6G6D	9606.ENSP00000364985	GO Component	GO:0071944	Cell periphery
LY6G6D	9606.ENSP00000364985	GO Component	GO:0098552	Side of membrane
LY6G6D	9606.ENSP00000364985	GO Component	GO:0098858	Actin-based cell projection
LY6G6D	9606.ENSP00000364985	GO Component	GO:0110165	Cellular anatomical entity
LY6G6D	9606.ENSP00000364985	GO Component	GO:0120025	Plasma membrane bounded cell projection
LY6G6D	9606.ENSP00000364985	STRING clusters	CL:34817	Mixed, incl. Snake toxin-like superfamily, and CCDC85 family
LY6G6D	9606.ENSP00000364985	STRING clusters	CL:34818	Mixed, incl. Snake toxin-like superfamily, and Thioredoxin
LY6G6D	9606.ENSP00000364985	STRING clusters	CL:34820	Snake toxin-like superfamily, and Lymphocyte antigen 6 complex locus protein G6d/G6f
LY6G6D	9606.ENSP00000364985	STRING clusters	CL:34822	Snake toxin-like superfamily, and Lymphocyte antigen 6 complex locus protein G6d/G6f
LY6G6D	9606.ENSP00000364985	STRING clusters	CL:34823	Mixed, incl. Acetylcholine receptor regulator activity, and u-PAR/Ly-6 domain
LY6G6D	9606.ENSP00000364985	STRING clusters	CL:34837	Mixed, incl. Lymphocyte antigen 6 complex locus protein G5b, and Lymphocyte antigen 6 complex locus protein G6d/G6f
LY6G6D	9606.ENSP00000364985	Reactome	HSA-163125	Post-translational modification: synthesis of GPI-anchored proteins
LY6G6D	9606.ENSP00000364985	Reactome	HSA-392499	Metabolism of proteins
LY6G6D	9606.ENSP00000364985	Reactome	HSA-597592	Post-translational protein modification
LY6G6D	9606.ENSP00000364985	COMPARTMENTS	GOCC:0005576	Extracellular region
LY6G6D	9606.ENSP00000364985	COMPARTMENTS	GOCC:0032991	Protein-containing complex
LY6G6D	9606.ENSP00000364985	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
LY6G6D	9606.ENSP00000364985	UniProt Keywords	KW-0325	Glycoprotein
LY6G6D	9606.ENSP00000364985	UniProt Keywords	KW-0336	GPI-anchor
LY6G6D	9606.ENSP00000364985	UniProt Keywords	KW-0449	Lipoprotein
LY6G6D	9606.ENSP00000364985	UniProt Keywords	KW-0472	Membrane
LY6G6D	9606.ENSP00000364985	UniProt Keywords	KW-0732	Signal
LY6G6D	9606.ENSP00000364985	UniProt Keywords	KW-0966	Cell projection
LY6G6D	9606.ENSP00000364985	UniProt Keywords	KW-1003	Cell membrane
LY6G6D	9606.ENSP00000364985	UniProt Keywords	KW-1015	Disulfide bond
LY6G6D	9606.ENSP00000364985	InterPro	IPR026524	Lymphocyte antigen 6 complex locus protein G6d/G6f
